번호,공시번호,상표명(자재명),자재구분,사업자,사업자번호,유효기간,공시기관,주의사항,등재일자,가격,기타사항,미생물 학명,농약/비료등록여부,연락처(사업장),효능효과 표시여부,효능효과 표시구분,효능효과 세부내용,제조장주소
1446,공시-2-6-093,대유닥터푸란트 액제(미생물),병해충관리용,㈜대유,515-81-00326,2026.03.23 ~ 2029.03.22,강원대학교 산학협력단,"- 사용 전에 충분히 흔들어 주신 후 사용하여 주십시오. - 이른 아침 또는 오후 늦게 살포하여야 효과적이며 햇빛이 강할 때 또는 기온이 높을 때에는 사용을 피하여 주십시오. - 본 제품은 미생물 제제이므로 유효기간이 경과한 제품은 효과가 감소되므로 사용을 피하는 것이 좋습니다. - 고온기(30℃ 이상)가 지속되는 비닐하우스, 온실 및 일반 노지와 어린묘, 유과기(어린 과실), 수세가 약할 때 또는 이상기후(저온, 흐린 날씨) 및 가뭄이 계속될 때에는 2,000배액 이상으로 사용하여 주십시오. - 살아있는 미생물 제제이므로 장기간 보관 시는 냉암소(5~15℃)에 보관하는 것이 좋습니다. - 사용 후 남은 것은 공기가 통하지 않게 뚜껑을 잘 닫은 후 어린아이의 손에 닿지 않는 서늘한 곳에 보관하여 주십시오. - 먹거나 마시지 마십시오.",2023.03.23,"22,000원/500mL",*주성분의 종류 및 함량: Bacillus subtilis 1.0×10^7 cfu/mL *책임보험정보: DB손해보험㈜_120250478900,Bacillus subtilis,없음,02-556-6293(043-834-3012),표시,,"적용대상 작물명 및 효과: 벼(도열병, 잎집무늬마름병), 복숭아(세균구멍병), 오이(잿빛곰팡이병) / 무처리구 대비 50% 이상 방제",충청북도 괴산군 괴산읍 대제산단1길 12
1451,공시-3-3-549,마루와가람(미생물+점토광물+해수+해조류+황),토양개량 및 작물생육용,영농조합법인 광수,409-86-01345,2026.02.20 ~ 2029.02.19,국립순천대학교 산학협력단,○ 잘 희석하여 사용하십시오. ○ 그늘진 곳에 보관하십시오.,2023.02.20,"25,000원/500mL",Bacillus amyloliquefaciens 1.0×10^6 CFU/mL 이상,Bacillus amyloliquefaciens,X,061-382-1941,미표시,없음,,전라남도 담양군 무정면 영천성도길 261
1455,공시-3-3-551,그린그린(미생물추출물+해조류추출물),토양개량 및 작물생육용,㈜엔비아그로,305-86-36784,2026.02.20 ~ 2029.02.19,국립순천대학교 산학협력단,○ 사용 전 충분히 흔든 후에 사용하십시오. ○ 보관 중 침전이 생길 수 있으나 흔들어서 사용하면 제품의 효과에는 이상이 없습니다. ○ 사용후 남은 경우 잘 밀봉하여 건조 냉암소에 보관하십시오. ○ 어린이의 손에 닿지 않는 곳에 보관하여 주십시오.,2023.02.20,"20,000원/1L(부가세별도), 40,000원/2L(부가세 별도), 80,000원/4L(부가세 별도), 200,000원/10L(부가세 별도)",질소전량 1.4%,,X,041-754-1015,미표시,없음,,충청남도 금산군 추부면 숭암로 117
1457,공시-2-3-800,효진하이믹스(미생물추출물+쌀겨+토탄+퇴구비),토양개량 및 작물생육용,효성오앤비㈜ 안성공장,125-85-46525,2026.03.23 ~ 2029.03.22,강원대학교 산학협력단,"- 농업용 외에는 사용하지 마세요. - 토양 내 수분 부족 시 효과가 지연될 수 있으니 충분한 수분을 보충시켜 주세요. - 개, 고양이 등이 먹을 경우 폐사할 수 있으니, 살포 후 반드시 토양과 잘 섞어주세요. - 어린이 손에 닿는 곳에 놓거나 보관하지 마세요. - 제품 보관은 서늘하고 건조한 곳에 보관해 주세요.",2023.03.23,"9,900원/15kg","*주성분의 종류 및 함량: 질소전량, 인산전량, 칼리전량",,없음,041-545-8116(031-675-9410),미표시,없음,,경기도 안성시 보개면 내방상삼로 297-23
1459,공시-2-3-801,슈퍼도움(미생물추출물),토양개량 및 작물생육용,㈜에코윈,503-81-81554,2026.03.23 ~ 2029.03.22,강원대학교 산학협력단,"- 직사광선을 피하고, 서늘한 그늘에 보관 - 절대 음용하지 마십시오.",2023.03.23,"25,000원/5L",*주성분의 종류 및 함량: 질소전량 *책임보험정보: 대한상공회의소_202601-043,,없음,053-582-0321,미표시,없음,,대구광역시 달성군 유가읍 테크노중앙대로2길 18
1464,공시-3-6-078,총채진나방킬(미생물),병해충관리용,㈜융전,302-81-07835,2026.03.23 ~ 2029.03.22,국립순천대학교 산학협력단,"○ 토양조건, 해충발생 밀도, 작물의 생육상태에 따라 사용량을 가감하여 사용하여 주십시오. ○ 미생물의 빠른 정착 및 확산을 위하여 토양에 처리 후 물을 충분히 공급하여 주십시오. ○ 살아있는 미생물 제품으로 보관조건 등에 따라 백강균의 포자 발아로 하얀 균사가 발생할 수 있으며, 효과에는 전혀 문제가 없습니다. ○ 개봉 후 시간이 경과함에 따라 미생물 활성이 낮아질 수 있으므로 가급적 빠른 시간 내에 사용하여 주십시오. ○ 살아있는 미생물 제품으로 반드시 30℃ 이하의 서늘하고 그늘진 곳에 보관하십시오. ○ 사용하고 남은 제품은 공기와 수분이 통하지 않도록 밀봉하여 식품, 사료 등과 구분하여 어린이의 손이 닿지 않는 곳에 보관하여 주십시오.",2023.03.23,"20,000원/100g, 11,000원/1kg, 16,000원/1.5kg, 21,300원/2kg","Beauveria bassiana 1.010^7 CFU/g, Bacillus thrungiensis 1.0X10^8 CFU/g","Bacillus thrungiensis, Beauveria bassiana",X,043-732-0004,미표시,없음,,충청북도 옥천군 동이면 옥천동이로 576-49
1468,공시-3-3-561,에코차-2050(농림부산물바이오차+미생물),토양개량 및 작물생육용,㈜남보,613-81-33010,2026.03.23 ~ 2029.03.22,국립순천대학교 산학협력단,○ 이른 아침이나 늦은 오후에 살포하여야 효과적이며 햇빛이 너무 강한 시기는 사용을 피합니다. ○ 병해충 자재 혼용시 일부 지역에 사용하여 약해 유무를 확인하고 사용합니다. ○ 사용하고 남은 제품은 어린이의 손이 닿지 않는 건조하고 서늘한 곳에 보관합니다.,2023.03.23,"40,000원/10kg",Bacillus amyloliquefaciens 1.0X10^6 CFU/g 이상,Bacillus amyloliquefaciens,X,055-762-6867,미표시,없음,,경상남도 진주시 문산읍 월아산로950번길 25-21
1469,공시-2-6-095,대유나방멸(규조토+미생물),병해충관리용,㈜대유,515-81-00326,2026.04.20 ~ 2029.04.19,강원대학교 산학협력단,"- 섭식이 가장 활발한 유충의 발생 초기에 해충에 직접 맞을 수 있도록 잎의 앞뒷면에 약액을 충분히 살포하여 주십시오. - 누에에는 장기간 독성이 있으니 뽕나무 주위에서는 사용하지 마시고 약제가 누에나 잠구에 묻지 않도록 주의하여 주십시오. - 이른 아침 또는 오후 늦게 살포하여야 효과적이며, 햇빛이 강할 때 또는 기온이 높을 때에는 사용을 피해 주십시오. - 개봉 후 시간이 경과함에 따라 미생물 함량이 감소할 수 있으므로 가급적 빠른 시간 내에 사용하여 주십시오. - 안개 분무 시스템 등 미세 노즐이 사용되는 곳에서는 막힘 현상이 발생할 수 있으니 주의하여 사용하여 주십시오. - 살아있는 미생물 제제이므로 직사광선을 피하고 서늘하고 건조한 곳에서 보관하는 것이 가장 좋으며 장기간 보관 시에는 냉암소에 보관하여 주십시오. - 먹거나 마시지 마십시오. - 이 유기농업자재는 꿀벌에 대한 독성이 강하니 꽃이 피어 있는 동안에는 사용하지 말아야 하며, 일시에 광범위한 지역에 살포하지 마십시오.",2023.04.20,"12,500원/200g, 25,000원/500g","*주성분의 종류 및 함량: 규산전량, Bacillus thuringiensis *책임보험정보: DB손해보험㈜_120250478900",Bacillus thuringiensis,없음,02-556-6293(043-834-3012),미표시,없음,,충청북도 괴산군 괴산읍 대제산단1길 12
1472,공시-2-3-807,얼라이브-쏘울(미생물+쌀겨+점토광물),토양개량 및 작물생육용,농업회사법인 ㈜진산,125-81-98646,2026.04.20 ~ 2029.04.19,강원대학교 산학협력단,- 시비 후 적정 토양 함수율을 유지하도록 관수를 해주는 것이 좋습니다. - 반드시 토양과 혼합 또는 복토해 주어야 합니다. - 보관 시에는 습하지 않은 음지에 보관하십시오.,2023.04.20,"30,000원/10kg","*주성분의 종류 및 함량: Bacillus subtilis 1.0×10^6 cfu/g, 질소전량, 인산전량, 칼리전량 *책임보험정보: 삼성화재해상보험㈜_82510485466000",Bacillus subtilis,없음,031-675-2601,미표시,없음,,경기도 안성시 보개면 이전봉산길 31-38
1474,공시-2-3-809,고오랑골드(미생물+점토광물),토양개량 및 작물생육용,㈜비왕산업,506-81-04560,2026.04.20 ~ 2029.04.19,강원대학교 산학협력단,- 개봉된 제품은 밀봉하여 보관하십시오. - 가축의 사료로 사용하지 마십시오.,2023.04.20,"30,000원/10kg",*주성분의 종류 및 함량: Bacillus subtilis 1.0×10^6 cfu/g *책임보험정보: 농협손해보험㈜_319-1676-5730-93,Bacillus subtilis,없음,054-243-2261,미표시,없음,,경상북도 포항시 북구 기계면 새마을로1314번길 39
1476,공시-3-4-058,라박실(Labacill)(미생물추출물),병해관리용,바이오코프(주),220-87-75746,2026.04.20 ~ 2029.04.19,국립순천대학교 산학협력단,○ 사용 후 남은 것은 공기가 통하지 않게 밀봉하여 어린아이의 손에 닿지 않는 서늘한 곳에 보관하여 주십시오.,2023.04.20,"30,000원/500mL, 50,000원/1L, 200,000원/5L, 700,000원/20L",루테린 0.55%(75mM) 이상,,X,061-844-2465,표시,,사용방법 참고,"전라남도 고흥군 도양읍 고흥로 235-7, 전라남도 보성군 조성면 조성로 181-28"
1477,공시-3-5-090,청킬(미생물추출물),충해관리용,㈜남보,613-81-33010,2026.04.20 ~ 2029.04.19,국립순천대학교 산학협력단,"○ 조직이 충분하게 젖을 수 있도록 흠뻑 살포하십시오. ○ 이른 아침이나 늦은 오후에 살포하여야 효과적이며, 햇빛이 너무 강한 시기는 사용을 피합니다. ○ 사용하고 남은 제품은 어린이의 손이 닿지 않는 건조하고 서늘한 곳에 보관합니다.",2023.04.20,"15,000원/250mL, 25,000원/500ml, 45,000원/1L",에모딘 0.0004% 이상,,X,055-762-6867,표시,,사용방법 참고,경상남도 진주시 문산읍 월아산로950번길 25-21
1482,공시-2-2-311,가바실(토양미생물제제),작물생육용,㈜마이크로자임,409-86-19995,2026.06.22 ~ 2029.06.21,강원대학교 산학협력단,"- 사용 전후 밀폐용기로 건ㆍ냉암소에 보관하십시오. - 사용 전 제품을 충분히 흔들고, 물에 희석 시 골고루 휘저어 주십시오. - 타 제품과 혼용 시 사전에 시험 후 사용하십시오. - 강알칼리성 자재와 석회보르도액 및 유황합제와는 혼용하지 마십시오. - 보관 중 침전 현상이 있을 수 있으니 흔들어 사용하십시오.",2023.06.22,"35,000원/1L",*주성분의 종류 및 함량: Bacillus subtilis 1.0×10^6 cfu/mL,Bacillus subtilis,제 전북 정읍078-가-20301 호,061-363-0607,표시,비료등록,비료등록제품,전북특별자치도 정읍시 첨단2로 78 (신정동)
1483,공시-2-3-812,그린업(미생물+제당부산물+토탄+해조류),토양개량 및 작물생육용,코트그린 농업회사법인㈜,693-86-01538,2026.06.22 ~ 2029.06.21,강원대학교 산학협력단,- 개봉 후 곧바로 사용하시기 바랍니다. - 살아있는 미생물이 함유되어 있으니 햇빛은 피하고 건조한 그늘에 보관하십시오. - 유통기한 내 사용하십시오. - 사람의 피부나 호흡기에 묻지 않도록 주의하십시오. - 작물의 종류나 시기에 따라 시비량을 조절하여 사용하십시오.,2023.06.22,"28,000원/3kg","*주성분의 종류 및 함량: Bacillus subtilis 1.0×10^6 cfu/g, 질소전량 *책임보험정보: 삼성화재해상보험㈜_82510485466000",Bacillus subtilis,없음,070-4495-7794,미표시,없음,,전라남도 영암군 군서면 군서공단로 60-23
1489,공시-2-5-308,애그로박타-비비(미생물),충해관리용,㈜에코비즈넷,212-81-46516,2023.08.28 ~ 2026.08.27,강원대학교 산학협력단,- 직사광선을 피하고 서늘한 곳에 보관하세요.,2023.08.28,"22,000원/1L",*주성분의 종류 및 함량: Beauveria bassiana,Beauveria bassiana,없음,063-531-6410,미표시,없음,,전북특별자치도 정읍시 첨단로 101 (신정동)
1499,공시-2-4-222,키리에(미생물),병해관리용,㈜엠바이넥스,615-81-09229,2023.09.21 ~ 2026.09.20,강원대학교 산학협력단,"- 물에 희석한 후 4시간 이내에 사용하십시오. - 살아있는 미생물제제이므로 30℃ 이하의 서늘한 곳에서 보관하십시오. - 타 미생물 제품 또는 액비와 혼용하면 효과 감소를 초래할 수 있습니다. - 세균을 억제하는 화학 살균제, 또는 농용 항생제와 동시에 사용하지 마십시오.",2023.09.21,"15,000원/100g, 30,000원/250g",*주성분의 종류 및 함량: Bacillus velezensis 1.0×10^8 cfu/g *책임보험정보: 메리츠화재해상보험㈜_14750-819,Bacillus velezensis,없음,055-761-4701,표시,,"적용대상 작물명 및 효과: 벼(벼키다리병), 감귤(궤양병), 배추(무름병) / 무처리구 대비 50% 이상 방제",경상남도 진주시 문산읍 월아산로950번길 25-3
1500,공시-2-6-103,바빌루스(규조토+미생물),병해충관리용,㈜유피엘리미티드코리아,303-81-24308,2023.09.21 ~ 2026.09.20,강원대학교 산학협력단,- 본 자재는 생균제이므로 직사광선을 피하고 서늘하고 건조한 장소에 보관하십시오. - 개봉 후 가급적 빠른 시간 내에 사용하고 부득이한 경우 밀봉하여 냉장 보관하여 주십시오. - 동물이나 사람이 먹지 않도록 주의하십시오. - 햇볕이 강한 시간대에 살포를 피하십시오. - 타 제품과 혼용 시 소면적에 살포하여 이상 여부를 확인하신 후 사용하십시오. - 강알칼리성 제제와 유황합제와는 혼용을 삼가십시오.,2023.09.21,"27,000원/500g","*주성분의 종류 및 함량: 규산전량 16.5%, Bacillus subtilis 1.0×10^8 cfu/g *책임보험정보: 삼성화재해상보험㈜_82302004910000",Bacillus subtilis,없음,043-852-8095,표시,,"적용대상 작물명 및 효과: 감귤(궤양병, 더뎅이병), 딸기(잿빛곰팡이병, 흰가루병), 상추, 오이, 토마토(잿빛곰팡이병), 잔디(갈색잎마름병) / 무처리구 대비 50% 이상 방제",충청북도 충주시 풍동동막길 110 (가주동)
1504,공시-3-3-591,바이오차1000(가축분퇴비+나무숯+미생물+점토광물),토양개량 및 작물생육용,제노바이오,215-06-97792,2023.08.28 ~ 2026.08.27,국립순천대학교 산학협력단,"○ 직사광선을 피하고, 냉암소에 보관하십시오. ○ 사용 후 남은 제품은 밀봉하여 보관하십시오. 적정시비를 초과하여 발생한 농산물의 피해는 책임지지 않습니다. ○ 토질에 따라 제품 사용량이 다를 수 있습니다.",2023.08.28,"25,000원/5kg",주성분: 유기물,,X,042-933-8070,미표시,없음,,대전광역시 대덕구 신일서로18번길 16 (신일동)
1510,공시-2-3-825,호호토(미생물+천연석고+토탄),토양개량 및 작물생육용,우림바이오㈜,643-85-01273,2023.09.21 ~ 2026.09.20,강원대학교 산학협력단,- 개봉 후 곧바로 사용하시기 바랍니다. - 살아있는 미생물이 함유되어 있는 제품으로 햇빛을 피하고 건조한 그늘에 보관하십시오. - 사람의 피부나 호흡기에 묻지 않도록 주의하십시오. - 작물의 종류나 시기에 따라 시비량을 조절하여 사용하십시오.,2023.09.21,"30,000원/10kg","*주성분의 종류 및 함량: Bacillus subtilis 1.0×10^6 cfu/g, 질소전량",Bacillus subtilis,없음,031-294-1234(070-4244-2969),미표시,없음,,전라남도 영광군 백수읍 백수로 1215
1520,공시-3-3-598,파워지씨엠-골드(동물부산물+미생물+자연암석분말+제당산업의 부산물),토양개량 및 작물생육용,㈜푸르네,412-81-36660,2023.09.21 ~ 2026.09.20,국립순천대학교 산학협력단,"1) 희석배수를 반드시 준수 하십시오. 2) 혼용관계는 본사와 판매점에 문의 바랍니다. 3) 작물 상태 또는 온도, 기후에 따라 사용방법 또는 농도를 조절하십시오. 4) 직사광선을 피하고 건냉한 곳에 상온 보관하십시오. 5) 어린이의 손에 닿지 않게 보관하시고 절대로 음용하지 마십시오. 6) 본제품은 자외선에 약하므로 햇볕이 강할 때 또는 기온이 높을 때를 피하여, 아침저녁 등 서늘한 때에 사용하십시오.",2023.09.21,"42,000원/1kg",- 주성분: Bacillus velezensis 1x10^6cfu/g 이상,Bacillus velezensis,-,010-9166-9647,미표시,없음,,전라남도 장성군 삼서면 금산로 348
